Start(sec),Duration(nsec),CorrId,GrdX,GrdY,GrdZ,BlkX,BlkY,BlkZ,Reg/Trd,StcSMem,DymSMem,Bytes,Thru(MB/s),SrcMemKd,DstMemKd,Device,Ctx,Strm,Name
9.788180,1632,407,,,,,,,,,,8,4.902,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.788237,8800,419,,,,,,,,,,65536,7447.273,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.788303,1760,431,,,,,,,,,,1024,581.818,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.788335,1728,443,,,,,,,,,,1024,592.593,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.788363,1760,455,,,,,,,,,,1024,581.818,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.788398,1760,467,,,,,,,,,,1024,581.818,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.788424,1632,479,,,,,,,,,,8,4.902,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.788484,8768,491,,,,,,,,,,65536,7474.453,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.788527,1664,503,,,,,,,,,,256,153.846,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.788556,1664,515,,,,,,,,,,256,153.846,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.788600,1696,527,,,,,,,,,,256,150.943,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.788625,1632,539,,,,,,,,,,256,156.863,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.788652,1664,551,,,,,,,,,,8,4.808,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.788725,17056,563,,,,,,,,,,147456,8645.403,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.788789,1664,575,,,,,,,,,,256,153.846,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.788819,1695,587,,,,,,,,,,256,151.032,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.788848,1664,599,,,,,,,,,,256,153.846,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.788879,1632,611,,,,,,,,,,256,156.863,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.788903,1632,623,,,,,,,,,,8,4.902,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.788952,8767,635,,,,,,,,,,65536,7475.305,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.789004,1760,647,,,,,,,,,,1024,581.818,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.789033,1760,659,,,,,,,,,,1024,581.818,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.789061,1760,671,,,,,,,,,,1024,581.818,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.789093,1759,683,,,,,,,,,,1024,582.149,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.789116,1632,695,,,,,,,,,,8,4.902,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.789181,8800,707,,,,,,,,,,65536,7447.273,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.789226,1664,719,,,,,,,,,,256,153.846,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.789264,1664,731,,,,,,,,,,256,153.846,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.789298,1664,743,,,,,,,,,,256,153.846,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.789322,1664,755,,,,,,,,,,256,153.846,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.789346,1664,767,,,,,,,,,,8,4.808,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.789416,16960,779,,,,,,,,,,147456,8694.340,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.789484,1696,791,,,,,,,,,,256,150.943,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.789515,1695,803,,,,,,,,,,256,151.032,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.789544,1664,815,,,,,,,,,,256,153.846,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.789567,1664,827,,,,,,,,,,256,153.846,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.789605,1632,839,,,,,,,,,,8,4.902,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.789653,8767,851,,,,,,,,,,65536,7475.305,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.789705,1728,863,,,,,,,,,,1024,592.593,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.789739,1728,875,,,,,,,,,,1024,592.593,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.789768,1760,887,,,,,,,,,,1024,581.818,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.789795,1760,899,,,,,,,,,,1024,581.818,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.789818,1664,911,,,,,,,,,,8,4.808,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.789906,15807,923,,,,,,,,,,131072,8292.023,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.789964,2080,935,,,,,,,,,,512,246.154,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.790000,1664,947,,,,,,,,,,512,307.692,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.790032,1696,959,,,,,,,,,,512,301.887,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.790056,1695,971,,,,,,,,,,512,302.065,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.790089,1600,983,,,,,,,,,,8,5.000,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.790256,54752,995,,,,,,,,,,589824,10772.648,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.790389,1696,1007,,,,,,,,,,512,301.887,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.790422,1696,1019,,,,,,,,,,512,301.887,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.790451,1696,1031,,,,,,,,,,512,301.887,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.790488,1663,1043,,,,,,,,,,512,307.877,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.790512,1664,1055,,,,,,,,,,8,4.808,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.790616,26815,1067,,,,,,,,,,262144,9776.021,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.790696,1856,1079,,,,,,,,,,2048,1103.448,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.790727,1856,1091,,,,,,,,,,2048,1103.448,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.790756,1856,1103,,,,,,,,,,2048,1103.448,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.790790,1888,1115,,,,,,,,,,2048,1084.746,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.790814,1664,1127,,,,,,,,,,8,4.808,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.791226,49120,1143,,,,,,,,,,524288,10673.616,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.791361,1856,1155,,,,,,,,,,2048,1103.448,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.791403,1888,1167,,,,,,,,,,2048,1084.746,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.791433,1824,1179,,,,,,,,,,2048,1122.807,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.791458,1856,1191,,,,,,,,,,2048,1103.448,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.791497,1664,1203,,,,,,,,,,8,4.808,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.791610,26624,1215,,,,,,,,,,262144,9846.154,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.791699,1696,1227,,,,,,,,,,512,301.887,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.791731,1664,1239,,,,,,,,,,512,307.692,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.791760,1696,1251,,,,,,,,,,512,301.887,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.791793,1728,1263,,,,,,,,,,512,296.296,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.791817,1664,1275,,,,,,,,,,8,4.808,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.792007,53983,1287,,,,,,,,,,589824,10926.106,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.792124,1664,1299,,,,,,,,,,512,307.692,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.792156,1824,1311,,,,,,,,,,512,280.702,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.792197,1696,1323,,,,,,,,,,512,301.887,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.792223,1696,1335,,,,,,,,,,512,301.887,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.792254,1632,1347,,,,,,,,,,8,4.902,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.792364,27616,1359,,,,,,,,,,262144,9492.468,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.792440,1856,1371,,,,,,,,,,2048,1103.448,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.792479,1856,1383,,,,,,,,,,2048,1103.448,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.792510,1888,1395,,,,,,,,,,2048,1084.746,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.792534,1888,1407,,,,,,,,,,2048,1084.746,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.792558,1632,1419,,,,,,,,,,8,4.902,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.792678,26624,1431,,,,,,,,,,262144,9846.154,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.792747,1696,1443,,,,,,,,,,512,301.887,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.792788,1696,1455,,,,,,,,,,512,301.887,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.792820,1696,1467,,,,,,,,,,512,301.887,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.792845,1695,1479,,,,,,,,,,512,302.065,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.792875,1633,1491,,,,,,,,,,8,4.899,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.793291,53920,1507,,,,,,,,,,589824,10938.872,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.793440,1696,1519,,,,,,,,,,512,301.887,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.793485,1728,1531,,,,,,,,,,512,296.296,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.793515,1696,1543,,,,,,,,,,512,301.887,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.793540,1697,1555,,,,,,,,,,512,301.709,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.793563,1632,1567,,,,,,,,,,8,4.902,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.793666,27551,1579,,,,,,,,,,262144,9514.863,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.793737,1856,1591,,,,,,,,,,2048,1103.448,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.793768,1856,1603,,,,,,,,,,2048,1103.448,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.793804,1857,1615,,,,,,,,,,2048,1102.854,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.793829,1888,1627,,,,,,,,,,2048,1084.746,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.793854,1632,1639,,,,,,,,,,8,4.902,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.793959,26816,1651,,,,,,,,,,262144,9775.656,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.794040,1696,1663,,,,,,,,,,512,301.887,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.794077,1664,1675,,,,,,,,,,512,307.692,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.794125,1664,1687,,,,,,,,,,512,307.692,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.794155,1728,1699,,,,,,,,,,512,296.296,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.794179,1664,1711,,,,,,,,,,8,4.808,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.794397,54656,1723,,,,,,,,,,589824,10791.569,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.794524,1728,1735,,,,,,,,,,512,296.296,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.794559,1696,1747,,,,,,,,,,512,301.887,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.794612,1696,1759,,,,,,,,,,512,301.887,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.794639,1696,1771,,,,,,,,,,512,301.887,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.794666,1599,1783,,,,,,,,,,8,5.003,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.794764,26304,1795,,,,,,,,,,262144,9965.937,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.794837,1824,1807,,,,,,,,,,2048,1122.807,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.794880,1856,1819,,,,,,,,,,2048,1103.448,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.794914,1856,1831,,,,,,,,,,2048,1103.448,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.794942,1888,1843,,,,,,,,,,2048,1084.746,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.794978,1632,1855,,,,,,,,,,8,4.902,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.795440,49152,1871,,,,,,,,,,524288,10666.667,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.795608,1728,1883,,,,,,,,,,1024,592.593,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.795643,1728,1895,,,,,,,,,,1024,592.593,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.795674,2080,1907,,,,,,,,,,1024,492.308,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.795705,1920,1919,,,,,,,,,,1024,533.333,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.795730,1632,1931,,,,,,,,,,8,4.902,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.796211,351934,1947,,,,,,,,,,2359296,6703.802,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.796808,1728,1959,,,,,,,,,,1024,592.593,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.796844,1728,1971,,,,,,,,,,1024,592.593,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.796883,1761,1983,,,,,,,,,,1024,581.488,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.796908,1760,1995,,,,,,,,,,1024,581.818,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.796933,1632,2007,,,,,,,,,,8,4.902,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.797208,90687,2019,,,,,,,,,,1048576,11562.583,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.797383,2048,2031,,,,,,,,,,4096,2000.000,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.797418,2080,2043,,,,,,,,,,4096,1969.231,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.797449,2080,2055,,,,,,,,,,4096,1969.231,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.797483,2240,2067,,,,,,,,,,4096,1828.571,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.797509,1632,2079,,,,,,,,,,8,4.902,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.797795,317758,2091,,,,,,,,,,2097152,6599.840,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.798329,2080,2103,,,,,,,,,,4096,1969.231,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.798367,2080,2115,,,,,,,,,,4096,1969.231,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.798401,2079,2127,,,,,,,,,,4096,1970.178,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.798428,2080,2139,,,,,,,,,,4096,1969.231,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.798453,1664,2151,,,,,,,,,,8,4.808,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.798984,89823,2167,,,,,,,,,,1048576,11673.803,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.799159,1728,2179,,,,,,,,,,1024,592.593,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.799208,1760,2191,,,,,,,,,,1024,581.818,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.799239,1760,2203,,,,,,,,,,1024,581.818,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.799282,1760,2215,,,,,,,,,,1024,581.818,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.799307,1664,2227,,,,,,,,,,8,4.808,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.799574,353822,2239,,,,,,,,,,2359296,6668.031,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.800057,1760,2251,,,,,,,,,,1024,581.818,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.800102,1760,2263,,,,,,,,,,1024,581.818,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.800137,1760,2275,,,,,,,,,,1024,581.818,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.800162,1760,2287,,,,,,,,,,1024,581.818,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.800226,1664,2299,,,,,,,,,,8,4.808,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.800510,92864,2311,,,,,,,,,,1048576,11291.523,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.800686,2080,2323,,,,,,,,,,4096,1969.231,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.800722,2112,2335,,,,,,,,,,4096,1939.394,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.800754,2080,2347,,,,,,,,,,4096,1969.231,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.800789,2079,2359,,,,,,,,,,4096,1970.178,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.800815,1664,2371,,,,,,,,,,8,4.808,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.801326,90495,2387,,,,,,,,,,1048576,11587.115,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.801523,1760,2399,,,,,,,,,,1024,581.818,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.801556,1728,2411,,,,,,,,,,1024,592.593,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.801603,1761,2423,,,,,,,,,,1024,581.488,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.801634,1760,2435,,,,,,,,,,1024,581.818,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.801660,1664,2447,,,,,,,,,,8,4.808,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
