Start(sec),Duration(nsec),CorrId,GrdX,GrdY,GrdZ,BlkX,BlkY,BlkZ,Reg/Trd,StcSMem,DymSMem,Bytes,Thru(MB/s),SrcMemKd,DstMemKd,Device,Ctx,Strm,Name
9.696607,1728,879,,,,,,,,,,512,296.296,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.696642,1663,891,,,,,,,,,,512,307.877,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.696668,1664,903,,,,,,,,,,512,307.692,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.696708,1632,915,,,,,,,,,,8,4.902,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.696884,51296,927,,,,,,,,,,589824,11498.440,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.697002,1728,939,,,,,,,,,,512,296.296,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.697039,1696,951,,,,,,,,,,512,301.887,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.697083,1664,963,,,,,,,,,,512,307.692,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.697126,1664,975,,,,,,,,,,512,307.692,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.697151,1632,987,,,,,,,,,,8,4.902,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.697319,51615,999,,,,,,,,,,589824,11427.376,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.697429,1696,1011,,,,,,,,,,512,301.887,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.697461,1696,1023,,,,,,,,,,512,301.887,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.697502,1727,1035,,,,,,,,,,512,296.468,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.697527,1696,1047,,,,,,,,,,512,301.887,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.697551,1632,1059,,,,,,,,,,8,4.902,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.697944,52192,1075,,,,,,,,,,589824,11301.042,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.698081,1696,1087,,,,,,,,,,512,301.887,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.698124,1696,1099,,,,,,,,,,512,301.887,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.698155,1664,1111,,,,,,,,,,512,307.692,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.698185,1697,1123,,,,,,,,,,512,301.709,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.698218,1664,1135,,,,,,,,,,8,4.808,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.698384,50944,1147,,,,,,,,,,589824,11577.889,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.698492,1696,1159,,,,,,,,,,512,301.887,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.698527,1728,1171,,,,,,,,,,512,296.296,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.698556,1664,1183,,,,,,,,,,512,307.692,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.698589,1696,1195,,,,,,,,,,512,301.887,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.698621,1632,1207,,,,,,,,,,8,4.902,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.698801,51072,1219,,,,,,,,,,589824,11548.872,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.698916,1696,1231,,,,,,,,,,512,301.887,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.698949,1696,1243,,,,,,,,,,512,301.887,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.698977,1728,1255,,,,,,,,,,512,296.296,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.699008,1695,1267,,,,,,,,,,512,302.065,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.699032,1631,1279,,,,,,,,,,8,4.905,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.699511,103231,1295,,,,,,,,,,1179648,11427.265,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.699812,1728,1307,,,,,,,,,,1024,592.593,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.699852,1728,1319,,,,,,,,,,1024,592.593,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.699881,1760,1331,,,,,,,,,,1024,581.818,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.699916,1760,1343,,,,,,,,,,1024,581.818,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.699941,1632,1355,,,,,,,,,,8,4.902,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.700213,349341,1367,,,,,,,,,,2359296,6753.562,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.700802,1728,1379,,,,,,,,,,1024,592.593,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.700839,1728,1391,,,,,,,,,,1024,592.593,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.700869,1728,1403,,,,,,,,,,1024,592.593,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.700893,1728,1415,,,,,,,,,,1024,592.593,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.700919,1632,1427,,,,,,,,,,8,4.902,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.700981,14528,1439,,,,,,,,,,131072,9022.026,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.701041,1728,1451,,,,,,,,,,1024,592.593,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.701072,1728,1463,,,,,,,,,,1024,592.593,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.701108,1728,1475,,,,,,,,,,1024,592.593,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.701133,1760,1487,,,,,,,,,,1024,581.818,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.701156,1984,1499,,,,,,,,,,8,4.032,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.701429,363197,1511,,,,,,,,,,2359296,6495.913,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.702008,1760,1523,,,,,,,,,,1024,581.818,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.702048,1760,1535,,,,,,,,,,1024,581.818,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.702077,1759,1547,,,,,,,,,,1024,582.149,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.702110,1760,1559,,,,,,,,,,1024,581.818,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.702135,1632,1571,,,,,,,,,,8,4.902,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.702410,349277,1583,,,,,,,,,,2359296,6754.799,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.702970,1760,1595,,,,,,,,,,1024,581.818,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.703014,1728,1607,,,,,,,,,,1024,592.593,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.703049,1728,1619,,,,,,,,,,1024,592.593,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.703074,1760,1631,,,,,,,,,,1024,581.818,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.703105,1664,1643,,,,,,,,,,8,4.808,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.703389,359422,1655,,,,,,,,,,2359296,6564.139,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.703968,1760,1667,,,,,,,,,,1024,581.818,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.704013,1728,1679,,,,,,,,,,1024,592.593,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.704043,1728,1691,,,,,,,,,,1024,592.593,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.704068,1792,1703,,,,,,,,,,1024,571.429,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.704092,1664,1715,,,,,,,,,,8,4.808,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.704360,352733,1727,,,,,,,,,,2359296,6688.617,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.704926,1760,1739,,,,,,,,,,1024,581.818,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.704962,1760,1751,,,,,,,,,,1024,581.818,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.704991,1728,1763,,,,,,,,,,1024,592.593,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.705023,1728,1775,,,,,,,,,,1024,592.593,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.705047,1664,1787,,,,,,,,,,8,4.808,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.705326,341182,1799,,,,,,,,,,2359296,6915.066,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.705804,1759,1811,,,,,,,,,,1024,582.149,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.705843,1728,1823,,,,,,,,,,1024,592.593,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.705889,1760,1835,,,,,,,,,,1024,581.818,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.705925,1760,1847,,,,,,,,,,1024,581.818,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.705957,1664,1859,,,,,,,,,,8,4.808,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.706252,344926,1871,,,,,,,,,,2359296,6840.006,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.706844,1728,1883,,,,,,,,,,1024,592.593,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.706885,1728,1895,,,,,,,,,,1024,592.593,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.706926,1761,1907,,,,,,,,,,1024,581.488,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.706953,1761,1919,,,,,,,,,,1024,581.488,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.706979,1632,1931,,,,,,,,,,8,4.902,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.707277,357469,1943,,,,,,,,,,2359296,6600.002,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.707874,1761,1955,,,,,,,,,,1024,581.488,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.707920,1760,1967,,,,,,,,,,1024,581.818,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.707951,1760,1979,,,,,,,,,,1024,581.818,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.707976,1728,1991,,,,,,,,,,1024,592.593,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.708010,1632,2003,,,,,,,,,,8,4.902,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.708533,368253,2019,,,,,,,,,,2359296,6406.726,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.709158,1761,2031,,,,,,,,,,1024,581.488,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.709204,1760,2043,,,,,,,,,,1024,581.818,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.709237,1760,2055,,,,,,,,,,1024,581.818,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.709263,1728,2067,,,,,,,,,,1024,592.593,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.709287,1632,2079,,,,,,,,,,8,4.902,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.709559,362525,2091,,,,,,,,,,2359296,6507.954,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.710135,1761,2103,,,,,,,,,,1024,581.488,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.710172,1760,2115,,,,,,,,,,1024,581.818,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.710210,1760,2127,,,,,,,,,,1024,581.818,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.710235,1728,2139,,,,,,,,,,1024,592.593,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.710258,1824,2151,,,,,,,,,,8,4.386,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.710540,352318,2163,,,,,,,,,,2359296,6696.496,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.711105,1760,2175,,,,,,,,,,1024,581.818,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.711146,1760,2187,,,,,,,,,,1024,581.818,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.711176,1760,2199,,,,,,,,,,1024,581.818,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.711210,1761,2211,,,,,,,,,,1024,581.488,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.711234,1632,2223,,,,,,,,,,8,4.902,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.711504,905529,2235,,,,,,,,,,4718592,5210.868,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.712646,1856,2247,,,,,,,,,,2048,1103.448,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.712682,1856,2259,,,,,,,,,,2048,1103.448,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.712741,1857,2271,,,,,,,,,,2048,1102.854,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.712767,1823,2283,,,,,,,,,,2048,1123.423,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.712790,1632,2295,,,,,,,,,,8,4.902,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.713287,1948530,2311,,,,,,,,,,9437184,4843.233,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.715507,1856,2323,,,,,,,,,,2048,1103.448,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.715547,2177,2335,,,,,,,,,,2048,940.744,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.715577,1856,2347,,,,,,,,,,2048,1103.448,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.715617,1856,2359,,,,,,,,,,2048,1103.448,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.715641,1664,2371,,,,,,,,,,8,4.808,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.716070,45983,2387,,,,,,,,,,524288,11401.779,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.716210,1888,2399,,,,,,,,,,2048,1084.746,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.716249,1856,2411,,,,,,,,,,2048,1103.448,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.716281,1888,2423,,,,,,,,,,2048,1084.746,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.716324,1856,2435,,,,,,,,,,2048,1103.448,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
9.716352,1665,2447,,,,,,,,,,8,4.805,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
